LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-46.3479 	 -4.3291 	 237.94 	 977938.28
-46.3621 	 -4.3428 	 220.99 	 977944.76
-46.5124 	 -4.3075 	 162.66 	 977968.38
-46.7862 	 -4.4389 	 167.41 	 977965.97
-46.8268 	 -4.45 	 169.05 	 977965.61
-46.874 	 -4.5142 	 146.89 	 977969.94
-46.9124 	 -4.5844 	 146.38 	 977968.25
-46.9425 	 -4.6148 	 81.77 	 977983.02
-46.9686 	 -4.663 	 167.07 	 977963.78
-47.5465 	 -5.1271 	 282.07 	 977982.46
-47.3587 	 -5.8161 	 117.8 	 978004.04
-47.3589 	 -5.8643 	 111.06 	 978007.31
-47.3819 	 -6.0819 	 107.73 	 978009.04
-44.6531 	 -4.2128 	 -1.08 	 978012.84
-45.2578 	 -3.5264 	 -12.17 	 977985.39
-47.3806 	 -6.3711 	 130.0 	 978037.55
-47.3875 	 -6.5144 	 121.57 	 978016.91
-47.3869 	 -6.4856 	 150.59 	 978009.37
-47.3817 	 -5.6669 	 138.25 	 977995.01
-47.4669 	 -5.5417 	 95.81 	 978004.05
-47.4289 	 -5.5961 	 108.88 	 978000.41
-47.4058 	 -5.6311 	 117.78 	 977998.09
-47.3944 	 -5.6497 	 130.84 	 977996.51
-47.3656 	 -5.69 	 142.42 	 977994.63
-47.3603 	 -5.7086 	 135.09 	 977997.4
-47.3597 	 -5.73 	 172.51 	 977990.81
-47.3678 	 -5.7481 	 174.52 	 977991.65
-47.3594 	 -5.7822 	 135.32 	 978001.71
-47.36 	 -5.8008 	 145.06 	 977999.11
-47.3608 	 -5.8808 	 156.25 	 977998.27
-47.3653 	 -5.8981 	 138.81 	 978002.8
-47.3742 	 -5.9136 	 143.7 	 978003.28
-43.2588 	 -3.064 	 70.79 	 978013.69
-43.4731 	 -3.2903 	 70.27 	 978027.36
-43.5739 	 -3.5149 	 41.76 	 978040.9
-44.8349 	 -5.4025 	 96.54 	 978004.18
-44.9679 	 -5.418 	 142.02 	 977982.85
-45.0761 	 -5.4342 	 92.1 	 978001.77
-45.1717 	 -5.4628 	 130.67 	 977997.07
-45.3258 	 -5.4347 	 167.11 	 977993.7
-45.4356 	 -5.4381 	 162.0 	 977994.93
-45.7209 	 -5.5941 	 247.99 	 977961.33
-45.8465 	 -5.6609 	 188.23 	 977975.04
-46.0236 	 -5.7445 	 207.98 	 977967.93
-46.4237 	 -5.9703 	 292.24 	 977951.17
-46.5181 	 -6.0222 	 322.23 	 977946.27
-46.598 	 -6.0385 	 283.77 	 977955.33
-46.6544 	 -6.0447 	 269.15 	 977953.68
-46.7762 	 -6.082 	 252.62 	 977961.86
-46.8678 	 -6.1368 	 232.91 	 977974.58
-47.0041 	 -6.1662 	 183.07 	 977991.49
-47.0965 	 -6.2156 	 174.6 	 977999.34
-47.1897 	 -6.2621 	 181.32 	 978000.95
-47.3161 	 -6.3157 	 155.34 	 978017.09
-47.3839 	 -5.9283 	 131.26 	 978005.5
-47.3836 	 -5.9608 	 122.75 	 978007.37
-47.3836 	 -5.9811 	 124.75 	 978007.53
-47.3825 	 -6.0417 	 119.76 	 978005.55
-47.3697 	 -6.1478 	 145.23 	 978010.41
-47.36 	 -6.1931 	 155.22 	 978010.07
