LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-63.0431 	 -0.8094 	 10.27 	 978005.57
-63.0322 	 -0.7458 	 10.66 	 978002.08
-62.9939 	 -0.7781 	 10.38 	 978001.63
-62.9778 	 -0.8886 	 9.74 	 978012.52
-62.9508 	 -0.9303 	 9.81 	 978009.77
-67.3217 	 -9.5867 	 198.51 	 978173.79
-67.2906 	 -9.5206 	 196.4 	 978163.98
-67.2919 	 -9.4378 	 195.3 	 978154.05
-67.2969 	 -9.3611 	 194.75 	 978143.73
-67.3069 	 -9.3172 	 209.62 	 978139.58
-64.9319 	 -0.6 	 26.57 	 978037.64
-65.4681 	 -0.5478 	 31.79 	 978032.97
-65.4067 	 -0.5553 	 30.06 	 978029.93
-65.3347 	 -0.5367 	 30.66 	 978029.22
-65.1792 	 -0.5361 	 28.68 	 978030.81
-64.8594 	 -0.5256 	 25.84 	 978034.71
-64.82 	 -0.5594 	 26.01 	 978037.18
-64.8111 	 -0.6531 	 26.66 	 978040.57
-64.7978 	 -0.7042 	 27.02 	 978041.25
-64.8058 	 -0.4767 	 25.1 	 978031.79
-64.7556 	 -0.4661 	 24.45 	 978031.14
-65.0344 	 -0.5239 	 27.29 	 978032.78
-65.1031 	 -0.5006 	 28.22 	 978033.18
-65.1542 	 -0.4656 	 28.09 	 978031.08
-64.5728 	 -0.4606 	 24.37 	 978034.32
-64.5183 	 -0.4428 	 23.5 	 978037.13
-64.4689 	 -0.4247 	 22.84 	 978034.36
-64.4086 	 -0.4283 	 23.01 	 978034.25
-64.3658 	 -0.4017 	 22.76 	 978033.35
-64.3147 	 -0.4269 	 22.29 	 978034.96
-64.2675 	 -0.4114 	 22.25 	 978037.49
-65.7056 	 -0.2981 	 31.65 	 978031.22
-65.6394 	 -0.2953 	 30.41 	 978026.39
-65.3447 	 -0.3461 	 28.68 	 978025.34
-65.2303 	 -0.4011 	 27.76 	 978029.58
-65.1797 	 -0.4122 	 27.36 	 978031.42
-65.1231 	 -0.4183 	 26.42 	 978031.28
-65.4919 	 -0.2811 	 32.0 	 978025.68
-65.4281 	 -0.2939 	 29.11 	 978028.09
-66.6361 	 0.3403 	 92.14 	 978012.92
-66.9339 	 -0.0003 	 88.86 	 978004.73
-66.7836 	 -0.2142 	 94.01 	 978015.72
-66.7269 	 -0.2328 	 85.9 	 978015.55
-66.6564 	 -0.2375 	 72.44 	 978022.71
-66.6056 	 -0.5664 	 87.96 	 978009.98
-66.5983 	 0.6528 	 100.76 	 978004.98
-66.6333 	 0.7219 	 95.6 	 977996.41
-66.6694 	 0.7981 	 94.84 	 978002.5
-66.6136 	 -0.4756 	 93.12 	 978004.25
-66.8375 	 1.19 	 82.15 	 978014.87
-66.7833 	 1.0906 	 84.44 	 978023.91
-66.7064 	 0.9394 	 81.59 	 978019.45
-66.6964 	 0.8564 	 100.05 	 978006.63
-66.9717 	 -0.1792 	 50.64 	 978017.66
-67.0197 	 -0.1883 	 52.43 	 978019.56
-67.0722 	 -0.1442 	 55.05 	 978019.55
-66.8281 	 -0.2172 	 41.83 	 978016.7
-66.8728 	 -0.2489 	 44.7 	 978018.94
-66.9369 	 -0.2583 	 42.59 	 978018.53
-67.0128 	 -0.2458 	 45.85 	 978019.66
-66.4072 	 -0.4222 	 54.6 	 978018.26
-63.7411 	 -8.1389 	 87.89 	 978135.44
-63.78 	 -8.1522 	 90.25 	 978133.8
-62.9428 	 -0.7731 	 10.28 	 978005.96
-62.8933 	 -0.8019 	 10.14 	 978007.73
-62.8425 	 -0.8372 	 9.51 	 978010.67
-62.8103 	 -0.8683 	 9.33 	 978009.53
-62.7756 	 -0.9033 	 8.86 	 978010.21
-62.7033 	 -0.9219 	 8.72 	 978010.5
-62.6492 	 -0.9539 	 7.96 	 978006.37
-62.8361 	 -0.9131 	 9.48 	 978008.15
-62.7222 	 -0.9806 	 8.47 	 978009.38
-62.6378 	 -0.9847 	 8.04 	 978004.59
-62.6261 	 -1.0364 	 7.73 	 978004.25
-62.8786 	 -0.9936 	 9.02 	 978005.36
-62.8242 	 -1.0431 	 8.8 	 978006.05
-62.7608 	 -1.0231 	 8.54 	 978015.23
-62.8044 	 -0.9886 	 8.53 	 978008.68
-62.8864 	 -0.8864 	 9.61 	 978007.62
-62.4611 	 -1.1903 	 6.69 	 978007.14
-62.4044 	 -1.1967 	 6.01 	 978009.35
-62.3483 	 -1.2297 	 6.31 	 978012.96
-62.2867 	 -1.24 	 5.49 	 978022.74
-62.5419 	 -0.9919 	 7.09 	 978005.85
-62.5139 	 -1.0417 	 6.87 	 978004.71
-62.4547 	 -1.0583 	 6.6 	 978007.31
-62.4164 	 -1.0994 	 6.37 	 978008.27
-62.3747 	 -1.1283 	 6.24 	 978010.07
-62.3156 	 -1.1486 	 6.24 	 978014.65
-62.5553 	 -1.1436 	 7.09 	 978005.29
-62.7681 	 -1.0614 	 8.46 	 978011.39
-62.7022 	 -1.0281 	 7.64 	 978007.09
-62.7269 	 -1.0956 	 8.51 	 978007.2
-62.5439 	 -7.7067 	 73.72 	 978110.8
-62.595 	 -7.6669 	 71.71 	 978124.0
-61.8031 	 -8.1608 	 122.01 	 978135.88
-61.7606 	 -8.1958 	 108.99 	 978141.69
-61.7603 	 -8.3111 	 105.67 	 978140.19
-61.7556 	 -8.3492 	 102.81 	 978137.3
-61.7886 	 -8.4017 	 106.25 	 978130.45
-61.6564 	 -8.4786 	 115.49 	 978139.93
-61.6164 	 -8.5181 	 124.97 	 978137.09
-61.5592 	 -8.5014 	 138.29 	 978128.62
-61.5011 	 -8.51 	 138.76 	 978114.02
-61.4514 	 -8.5422 	 162.02 	 978100.39
-61.7531 	 -8.4347 	 90.63 	 978137.04
-62.2939 	 -7.8353 	 72.29 	 978095.08
-59.6014 	 -4.405 	 25.76 	 978070.34
-60.9906 	 -2.5614 	 3.07 	 978006.63
-61.0564 	 -2.5089 	 3.4 	 978007.42
-61.0769 	 -2.425 	 3.59 	 978010.69
-61.0783 	 -2.3444 	 3.29 	 978011.06
-61.0872 	 -2.2725 	 3.9 	 978015.42
-61.1225 	 -2.1967 	 4.46 	 978020.23
-61.2317 	 -2.0767 	 4.91 	 978015.54
-61.4464 	 -1.9047 	 7.75 	 978017.81
-61.5467 	 -1.6742 	 5.75 	 978018.35
-61.5317 	 -1.67 	 5.0 	 978017.89
-61.4903 	 -1.7044 	 2.79 	 978017.86
-61.4931 	 -1.8322 	 4.49 	 978017.58
-61.3731 	 -1.8653 	 4.42 	 978015.88
-61.3836 	 -1.9283 	 4.74 	 978018.21
-66.9344 	 -0.1475 	 58.95 	 978013.53
-66.5717 	 -0.3519 	 37.4 	 978022.75
-66.4889 	 -0.3714 	 36.57 	 978020.44
-66.22 	 -0.3206 	 36.91 	 978025.23
-66.2622 	 -0.3772 	 38.08 	 978022.82
-66.3289 	 -0.4172 	 39.49 	 978023.83
-66.6958 	 -0.2544 	 40.44 	 978022.34
-61.0342 	 -7.7069 	 85.88 	 978114.8
-66.4581 	 -0.4678 	 39.38 	 978020.28
-66.71 	 -0.6331 	 42.38 	 978023.42
-66.6525 	 -0.6036 	 42.61 	 978023.92
-66.6028 	 -0.5628 	 37.25 	 978026.73
-66.5522 	 -0.5225 	 36.48 	 978027.8
-66.1708 	 -0.29 	 36.55 	 978027.62
-66.0519 	 -0.2981 	 35.59 	 978032.48
-65.9592 	 -0.3031 	 34.8 	 978027.05
-65.9067 	 -0.305 	 33.99 	 978026.78
-66.9939 	 -0.1519 	 85.57 	 978012.19
-67.0258 	 -0.1117 	 80.83 	 978011.89
-66.9661 	 -0.0525 	 89.14 	 978001.99
-66.8517 	 0.0547 	 88.85 	 978004.16
-66.6475 	 0.3914 	 80.16 	 978016.05
-60.4703 	 -1.0597 	 41.47 	 978032.85
-63.7131 	 -8.1256 	 89.41 	 978137.81
-63.1472 	 -7.1919 	 62.51 	 978079.88
-63.0803 	 -6.9269 	 61.54 	 978076.83
-62.9067 	 -7.4933 	 57.64 	 978136.39
-62.2567 	 -1.3128 	 5.94 	 978026.09
-62.0456 	 -1.255 	 5.57 	 978033.2
-61.9672 	 -1.2467 	 4.31 	 978031.66
-62.0889 	 -1.3406 	 5.18 	 978031.45
-61.8672 	 -1.4144 	 3.76 	 978040.95
-61.9625 	 -1.34 	 4.28 	 978034.06
-60.3569 	 -3.1414 	 16.66 	 978007.77
-61.4528 	 -1.7647 	 1.1 	 978015.28
-61.0778 	 -2.345 	 3.59 	 978011.14
-60.8956 	 -2.6658 	 3.48 	 978014.98
-60.0617 	 -2.3281 	 95.29 	 978018.41
-60.0231 	 -2.2236 	 98.34 	 978006.33
-63.135 	 -4.1319 	 38.78 	 977995.36
-62.9986 	 -4.0181 	 18.87 	 978002.36
-69.88 	 -6.6667 	 148.21 	 978077.26
-69.8281 	 -6.6983 	 142.09 	 978077.39
-61.1697 	 -2.1236 	 4.13 	 978021.32
-61.3153 	 -1.9583 	 4.97 	 978015.85
-61.2706 	 -1.9894 	 4.68 	 978017.1
-61.2186 	 -2.0767 	 4.6 	 978015.6
-60.7706 	 -2.5508 	 6.46 	 978008.73
-60.7025 	 -2.615 	 7.89 	 978008.72
-60.8508 	 -2.7067 	 3.5 	 978016.74
-60.7881 	 -2.7569 	 3.29 	 978011.92
-60.7525 	 -2.8233 	 2.9 	 978011.97
-57.7236 	 -3.3742 	 9.18 	 978083.51
-57.7242 	 -3.45 	 0.62 	 978090.05
-57.6953 	 -3.4967 	 0.34 	 978094.55
-57.6756 	 -3.5372 	 0.52 	 978097.16
-57.7272 	 -3.3489 	 0.22 	 978083.01
-56.77 	 -2.6692 	 9.06 	 978057.04
-56.7339 	 -2.6236 	 3.53 	 978059.94
-61.3433 	 -7.8558 	 71.04 	 978110.41
-61.8628 	 -8.0519 	 106.75 	 978122.65
-61.8478 	 -8.1153 	 95.09 	 978134.95
-62.8553 	 -0.9575 	 9.22 	 978009.2
-62.5758 	 -1.0358 	 7.05 	 978005.69
-62.4867 	 -1.1222 	 6.78 	 978005.83
-59.9519 	 -7.2331 	 116.28 	 978060.3
-60.8186 	 -3.0903 	 48.36 	 978011.68
-60.9397 	 -2.9686 	 24.7 	 978015.75
-64.7792 	 -3.3019 	 35.79 	 978032.52
-60.035 	 -2.8786 	 60.07 	 978001.02
-60.0464 	 -2.6814 	 80.65 	 977999.64
-60.0364 	 -2.5114 	 84.87 	 978006.22
-60.0444 	 -2.3044 	 116.85 	 978008.99
-66.0147 	 -0.3092 	 56.48 	 978024.88
-60.8364 	 -2.5358 	 0.96 	 978008.2
-66.9131 	 0.0075 	 96.58 	 978000.55
-66.1122 	 -0.2881 	 35.51 	 978031.22
-65.7506 	 -0.2658 	 29.71 	 978023.35
-65.2781 	 -0.3792 	 27.08 	 978027.96
-65.5556 	 -0.2825 	 29.91 	 978024.52
-65.0203 	 -0.4164 	 41.94 	 978031.36
-65.0408 	 -0.5244 	 26.91 	 978032.88
-65.1225 	 -0.4181 	 28.52 	 978031.24
