LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-47.9734 	 -15.9463 	 1123.87 	 977360.44
-47.9737 	 -15.9055 	 1124.7 	 978074.39
-47.9338 	 -15.9055 	 1057.51 	 978083.7
-47.7246 	 -15.9053 	 926.04 	 978113.61
-47.7229 	 -15.8634 	 896.22 	 978119.82
-47.9338 	 -15.947 	 1063.29 	 978081.84
-47.6411 	 -15.904 	 935.62 	 978114.61
-47.6488 	 -15.8676 	 910.86 	 978118.4
-47.6934 	 -15.8573 	 1011.08 	 978095.76
-47.6846 	 -15.8212 	 882.1 	 978122.28
-47.4731 	 -15.7376 	 1079.09 	 978077.99
-47.8092 	 -15.6964 	 1150.15 	 978063.6
-47.7645 	 -15.696 	 1068.17 	 978079.57
-47.7286 	 -15.6936 	 1040.77 	 978086.65
-47.6827 	 -15.6969 	 924.5 	 978109.89
-47.6824 	 -15.74 	 922.46 	 978112.39
-47.678 	 -15.7746 	 973.19 	 978103.31
-48.1401 	 -15.8233 	 1159.69 	 978068.45
-48.0991 	 -15.8221 	 1261.86 	 978049.03
-47.4329 	 -15.8621 	 913.07 	 978120.0
-47.4749 	 -15.8613 	 859.17 	 978131.33
-47.5059 	 -15.8555 	 929.32 	 978117.01
-47.5529 	 -15.8704 	 981.39 	 978105.51
-47.5862 	 -15.9007 	 1004.63 	 978099.74
-47.595 	 -15.8612 	 1021.16 	 978096.03
-47.3577 	 -15.82 	 837.07 	 978137.36
-47.3968 	 -15.8194 	 870.41 	 978129.05
-47.87862 	 -15.94676 	 1095.703 	 978076.68
-47.65919 	 -15.56334 	 1002.807 	 978089.51
-47.62544 	 -15.5305 	 1024.758 	 978082.36
-47.67239 	 -15.62022 	 947.91 	 978102.56
-48.1143 	 -15.58746 	 1329.804 	 978021.45
-47.81957 	 -15.97881 	 1046.867 	 978087.83
-47.80751 	 -15.93775 	 1028.395 	 978087.61
-47.71232 	 -15.948 	 1000.167 	 978099.69
-47.63695 	 -15.96036 	 951.03 	 978110.93
-47.54576 	 -16.02463 	 1025.616 	 978098.35
-47.41392 	 -16.03741 	 859.058 	 978135.61
-47.38056 	 -15.79005 	 927.563 	 978117.64
-47.35663 	 -15.62897 	 905.579 	 978114.66
-47.62406 	 -15.85078 	 1035.494 	 978092.44
-47.66161 	 -15.73391 	 910.795 	 978111.48
-48.21696 	 -15.69384 	 1064.109 	 978079.31
-48.20399 	 -15.67508 	 1086.869 	 978074.13
-48.19796 	 -15.61612 	 1114.13 	 978065.23
-48.19597 	 -15.55604 	 927.434 	 978099.72
-47.80082 	 -16.01977 	 869.761 	 978125.4
-47.87819 	 -15.94865 	 1103.238 	 978075.26
-47.87698 	 -15.9478 	 1101.081 	 978075.98
-47.88426 	 -15.94619 	 1090.005 	 978079.22
-47.8983 	 -15.64535 	 1289.977 	 978033.69
