LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-49.6038 	 -28.3109 	 1344.73 	 978855.54
-49.5633 	 -28.2833 	 1361.31 	 978848.73
-49.5746 	 -28.2985 	 1318.78 	 978857.1
-49.6007 	 -28.2722 	 1444.89 	 978831.61
-49.6385 	 -28.2667 	 1274.29 	 978865.52
-49.0995 	 -28.2265 	 375.56 	 979053.41
-49.06 	 -28.2369 	 432.75 	 979041.44
-49.0608 	 -28.1896 	 300.66 	 979066.7
-49.1068 	 -28.1885 	 420.63 	 979041.77
-49.143 	 -28.1782 	 106.24 	 979104.1
-49.1537 	 -28.2199 	 86.1 	 979110.21
-49.1955 	 -28.2335 	 81.98 	 979107.75
-49.2001 	 -28.2027 	 101.27 	 979102.01
-49.2244 	 -28.1859 	 113.17 	 979093.43
-49.2296 	 -28.2373 	 262.79 	 979072.32
-49.2728 	 -28.177 	 296.42 	 979056.56
-49.3038 	 -28.1712 	 301.34 	 979054.89
-49.3168 	 -28.1388 	 353.66 	 979040.83
-49.3196 	 -28.1512 	 322.71 	 979047.42
-49.2248 	 -28.1617 	 124.18 	 979085.88
-49.1896 	 -28.1347 	 279.76 	 979058.68
-49.1392 	 -28.1417 	 120.09 	 979098.45
-49.1051 	 -28.1338 	 131.06 	 979096.2
-49.337 	 -28.2267 	 286.47 	 979060.88
-49.3823 	 -28.2042 	 517.71 	 979013.9
-49.3435 	 -28.1935 	 308.09 	 979054.24
-49.3553 	 -28.1506 	 356.08 	 979041.61
-49.4185 	 -28.1326 	 591.59 	 978986.25
-49.3937 	 -28.1406 	 457.67 	 979018.77
-49.3562 	 -28.1074 	 501.35 	 979008.08
-49.065 	 -28.1521 	 317.05 	 979061.49
-49.0716 	 -28.1029 	 267.1 	 979066.06
-49.0944 	 -28.104 	 294.12 	 979062.0
-49.1389 	 -28.1092 	 185.13 	 979080.6
-49.1822 	 -28.1125 	 268.74 	 979059.03
-49.3074 	 -27.7315 	 491.08 	 978981.89
-49.3023 	 -27.7642 	 872.19 	 978912.27
-49.2732 	 -27.7864 	 592.67 	 978965.07
-49.2754 	 -27.81 	 647.04 	 978952.59
-49.2992 	 -27.8185 	 1070.59 	 978872.91
-49.6098 	 -28.063 	 1418.0 	 978818.14
-49.2256 	 -28.1071 	 351.53 	 979039.95
-49.2767 	 -28.111 	 202.56 	 979066.45
-49.3153 	 -28.1077 	 255.22 	 979058.6
-49.3797 	 -28.1191 	 660.13 	 978977.09
-49.5113 	 -28.3637 	 406.06 	 979037.63
-49.4041 	 -28.5098 	 478.87 	 979051.9
-49.3527 	 -28.5221 	 144.42 	 979118.63
-49.3317 	 -27.6949 	 472.4 	 978981.24
-48.8905 	 -28.3626 	 9.6 	 979154.85
-48.8895 	 -28.3948 	 15.18 	 979159.85
-48.8661 	 -28.3894 	 25.65 	 979162.75
-48.9412 	 -28.361 	 131.07 	 979121.16
-49.9821 	 -28.3606 	 13.7 	 979138.41
-48.9772 	 -28.3947 	 9.15 	 979145.4
-48.9327 	 -28.3995 	 37.35 	 979148.04
-48.793 	 -28.4118 	 16.4 	 979167.92
-49.025 	 -28.6056 	 51.47 	 979163.21
-49.0168 	 -28.6469 	 14.73 	 979180.03
-48.9669 	 -28.6454 	 11.19 	 979186.5
-48.9379 	 -28.6474 	 6.39 	 979189.7
-48.9754 	 -28.603 	 10.65 	 979178.43
-49.5144 	 -28.6859 	 50.46 	 979145.78
-49.4915 	 -28.6462 	 54.98 	 979141.61
-49.5219 	 -28.6494 	 76.15 	 979137.19
-49.5138 	 -28.6031 	 126.23 	 979123.56
-49.4775 	 -28.5991 	 76.82 	 979132.83
-49.5511 	 -28.6024 	 166.75 	 979114.28
-49.574 	 -28.5691 	 197.05 	 979099.89
-49.4037 	 -28.5796 	 144.85 	 979121.62
-49.3189 	 -28.815 	 8.84 	 979170.71
-49.3243 	 -28.846 	 28.94 	 979170.26
-49.3542 	 -28.8588 	 3.12 	 979176.23
-49.398 	 -28.8539 	 16.71 	 979170.06
-49.2731 	 -28.8048 	 36.79 	 979165.89
-49.2277 	 -28.8152 	 10.96 	 979179.23
-49.199 	 -28.8011 	 5.09 	 979182.66
-49.1938 	 -28.7662 	 19.62 	 979175.35
-49.2327 	 -28.7716 	 44.31 	 979166.16
-49.3513 	 -28.3593 	 214.11 	 979089.98
-49.3642 	 -28.3061 	 168.05 	 979092.19
-49.3886 	 -28.3048 	 218.32 	 979080.68
