LONG(deg) 	 LAT(deg) 	 ALT_GEOM(m) 	 GRAV(mGal)
-51.182 	 -21.7281 	 382.02 	 978597.11
-51.0862 	 -21.7321 	 409.42 	 978585.68
-51.6904 	 -21.8095 	 342.58 	 978621.77
-51.9709 	 -21.9899 	 271.7 	 978642.85
-51.8388 	 -21.6842 	 316.61 	 978613.63
-51.5791 	 -22.2059 	 431.58 	 978614.9
-51.6408 	 -22.218 	 428.54 	 978620.3
-51.6522 	 -22.1182 	 339.61 	 978634.66
-51.8787 	 -21.9983 	 337.68 	 978631.56
-47.4947 	 -22.4745 	 638.45 	 978577.36
-47.2213 	 -22.4514 	 623.78 	 978569.82
-47.3226 	 -21.3762 	 607.81 	 978511.74
-47.5742 	 -21.1426 	 646.03 	 978486.7
-47.3731 	 -21.1347 	 702.51 	 978479.0
-47.064 	 -21.2843 	 688.61 	 978505.27
-47.2141 	 -21.2902 	 995.24 	 978435.55
-46.8267 	 -21.8013 	 998.9 	 978466.62
-47.2029 	 -21.8677 	 640.46 	 978524.6
-47.45 	 -21.6493 	 850.33 	 978469.06
-47.3959 	 -21.5901 	 749.33 	 978485.75
-47.251 	 -21.6674 	 663.94 	 978506.4
-47.0508 	 -21.9285 	 697.25 	 978520.62
-48.9529 	 -20.4637 	 504.57 	 978491.46
-49.1865 	 -20.6219 	 512.64 	 978509.75
-49.1226 	 -20.6578 	 442.53 	 978527.58
-49.8424 	 -20.8548 	 457.33 	 978530.25
-49.0498 	 -20.7803 	 519.5 	 978507.43
-49.6491 	 -20.7297 	 526.74 	 978516.58
-49.5821 	 -20.6687 	 548.67 	 978509.39
-49.3829 	 -20.6181 	 500.2 	 978506.8
-49.4185 	 -20.3492 	 528.87 	 978476.61
-49.2825 	 -20.3714 	 468.15 	 978488.06
-49.641 	 -20.2129 	 480.34 	 978484.3
-49.5934 	 -20.0426 	 509.61 	 978482.4
-49.7418 	 -19.9983 	 480.47 	 978482.31
-49.7819 	 -20.3797 	 449.46 	 978512.52
-50.9368 	 -20.1877 	 384.89 	 978497.74
-50.9366 	 -20.0426 	 321.97 	 978503.9
-50.7994 	 -20.0763 	 428.32 	 978482.91
-50.6863 	 -20.0841 	 396.53 	 978498.44
-50.2013 	 -19.973 	 405.27 	 978468.14
-50.2576 	 -20.1531 	 449.77 	 978476.76
-50.6067 	 -20.4629 	 394.05 	 978511.86
-51.0985 	 -20.343 	 361.18 	 978502.28
-50.6071 	 -20.905 	 364.47 	 978544.67
-50.7034 	 -20.795 	 368.67 	 978531.59
-50.5457 	 -20.7183 	 401.16 	 978517.52
-50.8958 	 -20.7726 	 361.25 	 978535.01
-51.169 	 -20.4115 	 374.58 	 978506.96
-51.4184 	 -20.5913 	 358.92 	 978539.38
-51.3136 	 -20.6654 	 298.37 	 978550.12
-48.3744 	 -23.2519 	 702.79 	 978588.82
-48.2662 	 -23.2996 	 625.8 	 978609.22
-49.04 	 -23.2954 	 643.66 	 978607.58
-48.7787 	 -23.071 	 782.74 	 978572.85
-48.0865 	 -23.5559 	 635.08 	 978638.38
-48.2231 	 -23.196 	 525.09 	 978630.67
-48.3265 	 -23.1715 	 636.2 	 978599.23
-48.4915 	 -23.117 	 699.49 	 978592.23
-48.5547 	 -23.0658 	 852.26 	 978561.37
-47.3579 	 -23.8265 	 1149.45 	 978561.41
-48.5612 	 -24.6538 	 161.47 	 978840.98
-48.764 	 -24.219 	 849.16 	 978662.32
